"Name","Elevation_ft","Latitude","Longitude","PRISM_ppt_early_4kmD2_20240901_bil","20240301","20240302","20240303","20240304","20240305","20240306","20240307","20240308","20240309","20240310","20240311","20240312","20240313","20240314","20240315","20240316","20240317","20240318","20240319","20240320","20240321","20240322","20240323","20240324","20240325","20240326","20240327","20240328","20240329","20240330","20240331","20240401","20240402","20240403","20240404","20240405","20240406","20240407","20240408","20240409","20240410","20240411","20240412","20240413","20240414","20240415","20240416","20240417","20240418","20240419","20240420","20240421","20240422","20240423","20240424","20240425","20240426","20240427","20240428","20240429","20240430","20240501","20240502","20240503","20240504","20240505","20240506","20240507","20240508","20240509","20240510","20240511","20240512","20240513","20240514","20240515","20240516","20240517","20240518","20240519","20240520","20240521","20240522","20240523","20240524","20240525","20240526","20240527","20240528","20240529","20240530","20240531","20240601","20240602","20240603","20240604","20240605","20240606","20240607","20240608","20240609","20240610","20240611","20240612","20240613","20240614","20240615","20240616","20240617","20240618","20240619","20240620","20240621","20240622","20240623","20240624","20240625","20240626","20240627","20240628","20240629","20240630","20240701","20240702","20240703","20240704","20240705","20240706","20240707","20240708","20240709","20240710","20240711","20240712","20240713","20240714","20240715","20240716","20240717","20240718","20240719","20240720","20240721","20240722","20240723","20240724","20240725","20240726","20240727","20240728","20240729","20240730","20240731","20240801","20240802","20240803","20240804","20240805","20240806","20240807","20240808","20240809","20240810","20240811","20240812","20240813","20240814","20240815","20240816","20240817","20240818","20240819","20240820","20240821","20240822","20240823","20240824","20240825","20240826","20240827","20240828","20240829","20240830","20240831","20240101","20240102","20240103","20240104","20240105","20240106","20240107","20240108","20240109","20240110","20240111","20240112","20240113","20240114","20240115","20240116","20240117","20240118","20240119","20240120","20240121","20240122","20240123","20240124","20240125","20240126","20240127","20240128","20240129","20240130","20240131","20240201","20240202","20240203","20240204","20240205","20240206","20240207","20240208","20240209","20240210","20240211","20240212","20240213","20240214","20240215","20240216","20240217","20240218","20240219","20240220","20240221","20240222","20240223","20240224","20240225","20240226","20240227","20240228","20240229"
"Hilton Ranch - KAZVAIL289",4290,31.88,-110.66,0,0,0,0,0,0,0,0,11.1505994796753,0.0339000001549721,0,0,0,0,0,0,0.663299977779388,0,0,0,0,0,0,0,7.56599998474121,2.40089988708496,0.741299986839294,7.05259990692139,0,0,0,0,8.6879997253418,7.16969966888428,0.00399999972432852,0,0,0.554799973964691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41279995441437,12.7199993133545,4.72720003128052,2.42490005493164,0.347000002861023,0,0,3.73589992523193,8.96479988098145,2.97309994697571,20.9939994812012,0.988699972629547,11.4535999298096,0,0,0,0,0,0,0.0288999993354082,0.00789999961853027,2.46709990501404,1.4021999835968,0,11.940299987793,0.00579999992623925,0.00209999992512167,0,3.85109996795654,2.68610000610352,7.83990001678467,6.31229972839355,0.00189999991562217,0,0,14.5220994949341,5.94389963150024,0,1.04419994354248,0.0339999981224537,0,11.2552995681763,0,1.07770001888275,0.647799968719482,0.817299962043762,3.70199990272522,5.59429979324341,2.1003999710083,6.50839996337891,0,0.685999989509583,0,1.72909998893738,0.726899981498718,0,0,0.00169999990612268,19.0527000427246,0,1.39450001716614,0,0,0.90559995174408,0.997399985790253,0,0.969999969005585,0,6.40910005569458,1.15569996833801,0,0,0,0,0,3.75129985809326,0,0,0,3.63039994239807,0,0,0,1.85249996185303,0,0,0,0,0,0,0,0,1.9782999753952,27.5103988647461,11.3976001739502,2.80679988861084,0,0,0,0,0,0,0,0,12.9837999343872,12.6722993850708,0,0,0,2.22589993476868,0.646399974822998,2.04239988327026,0.00659999996423721,15.2964000701904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276399999856949,10.809100151062
"Florida Station - KAZGREEN15",4367,31.76,-110.85,4.69309997558594,0,0,0,0,0,0,0,4.40129995346069,0.492399990558624,0.223299995064735,0,0,0,0,0,0.757299959659576,0,0,0,0,0,0,0,6.81789970397949,1.65859997272491,0.70660001039505,7.24119997024536,0,0,0,0,9.91309928894043,8.47189998626709,0,0,0,1.14569997787476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662699997425079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.854700088501,3.32229995727539,1.72939991950989,0.653199970722198,0,0,8.28880023956299,11.8496999740601,4.04899978637695,2.94949984550476,0.454799979925156,3.24019980430603,0,0,0,0,0,0,0.130199998617172,0.00230000005103648,2.85649991035461,0,0,4.21749973297119,10.4484996795654,3.34289979934692,0,9.47910022735596,0.385299980640411,8.93639945983887,19.1169986724854,0.611299991607666,0,0,36.3465003967285,14.9865999221802,1.646399974823,6.39209985733032,4.81389999389648,0,3.43579983711243,4.03480005264282,0.42960000038147,1.16339993476868,0.0961999967694283,7.97939968109131,6.16820001602173,3.36849999427795,4.16050004959106,0,0.00189999991562217,0,12.0207996368408,0.00329999998211861,0,0,9.78380012512207,4.53159999847412,0,1.68099999427795,3.36619997024536,3.65339994430542,7.26839971542358,2.28449988365173,0,3.97759985923767,2.16190004348755,7.38679981231689,0.250099986791611,0,0,0,0.0705000013113022,0,4.43269968032837,0,0,0,4.07649993896484,0,0,0,0.83789998292923,0,0,0,0,0,0,0,0,4.8371000289917,19.0713996887207,12.9481000900269,4.19339990615845,0.397799998521805,0,0,0,0,0,0,0,20.3834991455078,13.5700998306274,0,0,0,5.39899969100952,9.11909961700439,6.50229978561401,2.43869996070862,20.9224987030029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4595994949341
"Rancho Sahuarita - Via De Gala - KAZSAHUA40",2753,31.99,-110.98,1.10399997234344,0,0.0118999993428588,0,0,0,0,0,13.3853998184204,0.256699979305267,0,0,0,0,0,0,2.81799983978271,0,0,0,0,0,0,0,3.52819991111755,2.69120001792908,0.599999964237213,0,0,0,0,0.0425000004470348,7.24230003356934,1.32379996776581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53719997406006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95959997177124,9.96719932556152,0.446299999952316,4.09879970550537,0,0.00930000003427267,0.595499992370605,10.1912994384766,0.572899997234344,0.674099981784821,0.419999986886978,3.29690003395081,0,0,0,0,0,0,0,0,4.52559995651245,0,0,2.41499996185303,0,0,0,4.52679967880249,1.5670999288559,4.31769990921021,2.58039999008179,1.1933000087738,0,0,23.5423984527588,10.5411996841431,0,3.20980000495911,1.05069994926453,0,3.24009990692139,0,0,0,0.22919999063015,5.52880001068115,8.00119972229004,0.0543999969959259,11.3681993484497,0,0.507799983024597,0,0.87389999628067,0.0153999999165535,0,0,0.351999998092651,5.53109979629517,0,3.68589997291565,0,9.75909996032715,4.10689973831177,0.832099974155426,0,0.00410000002011657,0,0.231099992990494,0,0,0,0,0,0,0,0,0,0,3.64279985427856,0,0,0,1.0547000169754,0,0,0,0,0,0,0,0,2.5297999382019,24.4923992156982,17.5044994354248,1.03709995746613,0,0,0,0,0,0,0,0,8.32009983062744,0.405200004577637,0,0,0.222499996423721,5.8604998588562,5.59049987792969,1.87339997291565,1.68029999732971,5.64139986038208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476999990642071,5.35449981689453
"Magellan Scope Trail - KAZGREEN269",930,31.88,-111.01,0.74729996919632,0,0,0,0,0,0,0.105499997735023,13.2958993911743,0.978499948978424,0,0,0,0,0,0.0484999977052212,2.42579984664917,0,0,0,0,0,0,0.0115999998524785,4.11229991912842,2.63240003585815,0.471199989318848,0.316300004720688,0,0,0,0,5.32779979705811,3.02589988708496,0,0,0,0.0063999998383224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317599982023239,2.14680004119873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54250001907349,3.90869998931885,0.820899963378906,1.63069999217987,0,0,1.44690001010895,7.53090000152588,1.36129999160767,1.46119999885559,1.42429995536804,3.06970000267029,0,0,0,0,0,0,0,0,3.30879998207092,0,0,2.19939994812012,0.468799978494644,0.382699996232986,0,6.06319999694824,0.849699974060059,6.48689985275269,4.17919969558716,1.24879992008209,0,0,30.6257991790771,15.5500993728638,0.0339999981224537,2.65359997749329,1.91249990463257,0,2.24829983711243,0,0.0296999998390675,0.239699989557266,0.53219997882843,4.86759996414185,6.68459987640381,0.782899975776672,9.17109966278076,0,0.581399977207184,0,3.08189988136292,0,0,0,0.591600000858307,5.00929975509644,0,1.3938000202179,0.873299956321716,8.57129955291748,7.72709989547729,0.768099963665009,0,0.0287999995052814,0,0.242899999022484,0,0,0,0,0,0,0,0,0,0,3.75919985771179,0,0,0,1.52090001106262,0,0,0,0,0,0,0,0,2.62290000915527,24.8018989562988,17.4270992279053,1.90939998626709,0.000499999965541065,0,0,0,0,0,0,0,7.92719984054565,2.21329998970032,0,0,0.133499994874001,5.09660005569458,4.72489976882935,2.13739991188049,2.23189997673035,5.3390998840332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10869999974966,0,10.5146999359131
"Quintas - KAZSAHUA55",2874,31.94,-110.99,0.137999996542931,0,0,0,0,0,0,0,14.306999206543,0.212499991059303,0,0,0,0,0,0,3.14039993286133,0,0,0,0,0,0,0,3.82179999351501,2.75889992713928,0.592599987983704,0,0,0,0,0.000999999931082129,5.23789978027344,1.86019992828369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8092999458313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94149994850159,6.75829982757568,0.722699999809265,2.86349987983704,0,0.000499999965541065,1.09009993076324,9.32769966125488,0.996399998664856,0.674799978733063,0.502499997615814,2.57379984855652,0,0,0,0,0,0,0,0,3.48899984359741,0,0,1.19029998779297,0,0,0,4.89419984817505,0.980199992656708,4.52649974822998,2.29119992256165,1.19419991970062,0,0,26.3951988220215,13.7458000183105,0,2.58979988098145,0.865099966526031,0,3.11929988861084,0,0,0,0.0758999958634377,7.92739963531494,9.09000015258789,0.174099996685982,11.3302993774414,0,0.505299985408783,0,3.19209980964661,0,0,0,1.00650000572205,3.90299987792969,0,5.64010000228882,0,10.9370994567871,4.85249996185303,0.267100006341934,0,0,0,0.00659999996423721,0,0,0,0,0,0,0,0,0,0,3.45389986038208,0,0,0,1.32489991188049,0,0,0,0,0,0,0,0,2.85759997367859,24.7238998413086,17.5112991333008,0.842999994754791,0,0,0,0,0,0,0,0,7.63520002365112,1.63449990749359,0,0,0.0273000001907349,5.39330005645752,5.04349994659424,2.2360999584198,2.20759987831116,5.38929986953735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699999975040555,5.85999965667725
"Elephant Head - KAZAMADO2",3155,31.74,-111.01,0.582300007343292,0,0,0,0,0,0,0,12.1316995620728,1.38679993152618,0,0,0,0,0,0,2.6153998374939,0,0,0,0,0,0,0,2.62979984283447,3.73619985580444,0.541000008583069,0,0,0,0,0,5.0806999206543,3.65299987792969,0,0,0,0.0364999994635582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29530000686646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4672999382019,2.42449998855591,2.84279990196228,0.861199975013733,0,0,1.55030000209808,7.41069984436035,1.73749995231628,2.69490003585815,1.61759996414185,2.95579981803894,0,0,0,0,0,0,0,0,2.66369986534119,0,0,4.10349988937378,4.99139976501465,1.18830001354218,0,6.02110004425049,0.759999990463257,8.24020004272461,8.11839962005615,0.796000003814697,0,0,22.7981986999512,15.8848991394043,1.45419991016388,2.88269996643066,2.96969985961914,0,2.26189994812012,0.349299997091293,0.462599992752075,0.538399994373322,0.788199961185455,3.86879992485046,4.90980005264282,2.24810004234314,3.30189990997314,0,0.329999983310699,0,8.7972993850708,0,0,0,2.92649984359741,5.26109981536865,0,0.377799987792969,1.14339995384216,7.74930000305176,9.88619995117188,0.910799980163574,0,0,0.00659999996423721,2.33279991149902,0.00309999985620379,0,0,0,0,0,0.0390000008046627,0,0,0,3.59629988670349,0,0,0,1.17709994316101,0,0,0,0,0,0,0,0,1.97579991817474,25.1961002349854,19.7020988464355,2.09119987487793,0.0679999962449074,0,0,0,0,0,0,0,7.71609973907471,3.59889984130859,0,0,0,4.88520002365112,3.6046998500824,1.08229994773865,5.19210004806519,5.79619979858398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2374992370605
"Arivaca Junction - KAZAMADO15",3127,31.73,-111.07,0,0,0,0,0,0,0,0,12.0099000930786,0.968999981880188,0,0,0,0,0,0,2.3831000328064,0,0,0,0,0,0,0,2.60909986495972,3.29309988021851,0.385199993848801,0,0,0,0,0.00219999998807907,8.4197998046875,5.15829992294312,0,0,0,0.488899976015091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86379998922348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52859997749329,4.05539989471436,5.43050003051758,3.07699990272522,0,0,1.35719990730286,11.2943992614746,2.09949994087219,1.58019995689392,1.23239994049072,0.97189998626709,0,0,0,0,0,0,0,0,2.30390000343323,0,0,6.37839984893799,10.3028993606567,2.14750003814697,0.431799978017807,4.14260005950928,0.623199999332428,6.86899995803833,9.47569942474365,0.581299960613251,0,0,26.2344989776611,23.386999130249,3.88800001144409,4.19479990005493,7.42840003967285,0,1.89569997787476,0.379599988460541,0.515199959278107,0,1.30320000648499,4.55459976196289,5.10349988937378,3.93069982528687,5.23579978942871,0,0.872500002384186,0,7.63649988174438,0,0,0,3.60060000419617,3.16159987449646,0,0.559700012207031,2.15509986877441,9.17640018463135,8.09219932556152,0.672899961471558,0,0.16889999806881,0,1.73549997806549,0,0,0,0,0,0,0.0561999976634979,0,0,0,3.86929988861084,0,0,0,1.15769994258881,0,0,0,0,0,0,0,0,1.85959994792938,24.9030990600586,21.1450996398926,1.93239998817444,0.00740000000223517,0,0,0,0,0,0,0,6.20309972763062,2.29439997673035,0,0,0,3.5978000164032,2.04699993133545,0.910699963569641,4.13019990921021,3.47899985313416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33629989624023
"SERP - KAZTUCSO2954",2995,32.05,-110.8,0,0,0,0,0,0,0,0,15.4126996994019,2.28900003433228,0,0,0,0,0,0,0.662400007247925,0,0,0,0,0,0,0,4.17229986190796,1.20869994163513,0.686100006103516,2.26300001144409,0,0,0,0,10.4042997360229,9.18819999694824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100400000810623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258199989795685,10.0398998260498,4.89489984512329,0,0.000699999975040555,0,0,0.446299999952316,3.50129985809326,0.822399973869324,2.91049981117249,1.00269997119904,7.64649963378906,0,0,0,0,0,0,0.0184000004082918,0,6.11129999160767,0,0,3.31879997253418,0.646399974822998,0.35589998960495,0,13.6919994354248,0.549199998378754,4.3931999206543,2.33010005950928,3.14679980278015,0,0.464199990034103,13.9198999404907,4.21869993209839,0,3.31119990348816,0,0,5.07509994506836,0,2.76619982719421,5.89929962158203,0,2.23629999160767,3.47029995918274,0,9.54069995880127,0,0.278999984264374,0,0,0,0,0,0,2.65249991416931,0,0.74779999256134,0,0,2.76059985160828,1.90859997272491,0,0,0.00679999962449074,0.233599990606308,0,0,0,0,0,0,0.530099987983704,0,0,0,3.12349987030029,0,0,0,1.05040001869202,0,0,0,0,0,0,0,0,1.71949994564056,22.2179985046387,14.3494997024536,4.64219999313354,0,0,0,0,0,0,0,0,7.43089962005615,8.1589994430542,0,0,0,1.79649996757507,5.93449974060059,5.24650001525879,0.50900000333786,9.76140022277832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05049991607666
"Munger Ranch - KAZSONOI59",5000,31.77,-110.7,0.916399955749512,0,0,0,0,0,0,0,7.6980996131897,1.35089993476868,0,0,0,0,0,0,0.918299973011017,0,0,0,0,0,0,0,4.99009990692139,2.53959989547729,0.860099971294403,3.91799998283386,0,0,0,0,10.6296997070312,6.34429979324341,0,0,0,0.790499985218048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806599974632263,5.6023998260498,4.85619974136353,4.47279977798462,1.49089992046356,0,0.584299981594086,6.14179992675781,12.5569000244141,4.02180004119873,3.81059980392456,0.0738999992609024,3.58439993858337,0,0,0,0,0,0,0.761199951171875,0.865799963474274,7.87659978866577,0,0,3.93299984931946,3.730299949646,2.29690003395081,0,3.2568998336792,1.40020000934601,18.0284996032715,11.0846996307373,0,0,0,12.8943996429443,6.12419986724854,1.14569997787476,3.74119997024536,5.11809968948364,0,5.31629991531372,0,1.18110001087189,2.35349988937378,2.5372998714447,6.97359991073608,3.5048999786377,1.7652999162674,3.67400002479553,0,1.1550999879837,0.483300000429153,4.76259994506836,0.0816999971866608,0,0,2.74589991569519,6.69770002365112,0,3.2510998249054,1.15979993343353,2.32869982719421,5.62839984893799,1.05449998378754,0,0.723399996757507,0,4.80019998550415,0.336899995803833,0,0,0,0,0,3.12619996070862,0,0,0,3.61239981651306,0,0,0,1.6143000125885,0,0,0,0,0,0,0,0,4.4741997718811,19.3064994812012,12.2873992919922,2.80279994010925,0,0,0,0,0,0,0,0,12.2557001113892,7.90809965133667,0,0,0,6.44519996643066,2.98650002479553,1.48439991474152,0.583999991416931,10.3597002029419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25679969787598
"Empire - KAZVAIL66",4062,31.91,-110.65,0,0.0657999962568283,0,0,0,0,0,0,12.8074998855591,0.472599983215332,0.338799983263016,0,0,0,0,0,0.534500002861023,0,0,0,0,0,0,0,7.54670000076294,1.97939991950989,0.645799994468689,5.83929967880249,0,0,0,0,10.6597995758057,6.65700006484985,0,0.000299999985145405,0,0.457800000905991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166400000452995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208899974823,19.8341999053955,4.42079973220825,2.00230002403259,0,0,0,0.683299958705902,6.13779973983765,3.0288999080658,14.9949998855591,0.984899997711182,9.87090015411377,0,0,0,0,0,0,0.0007999999797903,0,2.24989986419678,0.943699955940247,0,8.60919952392578,0.0132999997586012,0,0,5.54229974746704,2.10730004310608,6.80329990386963,5.31479978561401,0.418599992990494,0,0.010499999858439,12.8549995422363,5.87680006027222,0,1.06449997425079,0,0,10.7656993865967,0,1.42119991779327,4.85229969024658,0.342299997806549,3.79329991340637,5.40619993209839,2.12039995193481,5.90249967575073,0,0.687399983406067,0,1.25230002403259,0.461199998855591,0,0,0.0208999998867512,15.1728000640869,0,1.17530000209808,0,0,3.31869983673096,1.96359992027283,0,0.837599992752075,0,2.92229986190796,0.848699986934662,0,0,0,0,0,3.16069984436035,0,0,0,3.4941999912262,0,0,0,1.67489993572235,0,0,0,0,0,0,0,0,2.39219999313354,25.7526988983154,11.9095001220703,3.07879996299744,0,0,0,0,0,0,0,0,11.5893993377686,10.1816997528076,0,0,0,2.30769991874695,3.73439979553223,3.01829981803894,0.720099985599518,12.9145994186401,0,0.00169999990612268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309399992227554,10.9509992599487
